comId,time,q_len,handled_num
0,1,200,0
0,6,400,0
0,11,600,0
0,16,800,0
0,21,1000,0
0,26,1200,0
0,31,1400,0
0,36,1600,0
0,41,1800,0
0,46,2000,0
0,51,2200,0
0,56,2400,0
0,61,2600,0
0,66,2800,0
0,71,3000,0
0,76,3200,0
0,81,3400,0
0,86,3600,0
0,91,3800,0
0,96,4000,0
0,101,4200,0
0,106,4400,0
0,111,4600,0
0,116,4800,0
0,121,5000,0
0,126,5200,0
0,131,5400,0
0,136,5600,0
0,141,5800,0
0,146,6000,0
0,151,6200,0
0,156,6400,0
0,161,6600,0
0,166,6800,0
0,171,7000,0
0,176,7200,0
0,181,7400,0
0,186,7600,0
0,191,7800,0
0,196,8000,0
0,201,8200,0
0,206,8400,0
0,211,8600,0
0,216,8800,0
0,221,9000,0
0,226,9200,0
0,231,9400,0
0,236,9600,0
0,241,9800,0
0,246,10000,0
0,251,10200,0
0,256,10400,0
0,261,10600,0
0,266,10800,0
0,271,11000,0
0,276,11200,0
0,281,11400,0
0,286,11600,0
0,291,11800,0
0,296,12000,0
0,301,12200,0
0,306,12400,0
0,311,12600,0
0,316,12800,0
0,321,13000,0
0,326,13200,0
0,331,13400,0
0,336,13600,0
0,341,13800,0
0,346,14000,0
0,351,14200,0
0,356,14400,0
0,361,14600,0
0,366,14800,0
0,371,15000,0
0,376,15200,0
0,381,15400,0
0,386,15600,0
0,391,15800,0
0,396,16000,0
0,401,16200,0
0,406,16400,0
0,411,16600,0
0,416,16800,0
0,421,17000,0
0,426,17200,0
0,431,17400,0
0,436,17600,0
0,441,17800,0
0,446,18000,0
0,451,18200,0
0,456,18400,0
0,461,18600,0
0,466,18800,0
0,471,19000,0
0,476,19200,0
0,481,19400,0
0,486,19600,0
0,491,19800,0
0,496,20000,0
0,501,20000,0
0,506,20000,0
0,511,20000,0
0,516,20000,0
0,521,20000,0
0,526,20000,0
0,531,20000,0
0,536,20000,0
0,541,20000,0
0,546,20000,0
0,551,20000,0
0,556,20000,0
0,561,20000,0
0,566,20000,0
0,571,20000,0
0,576,20000,0
0,581,20000,0
0,586,19160,840
0,591,19160,840
0,596,19160,840
0,601,19160,840
0,606,19160,840
0,611,19160,840
0,616,19160,840
0,621,19160,840
0,626,19160,840
0,631,19160,840
0,636,19160,840
0,641,19160,840
0,646,19160,840
0,651,19160,840
0,656,19160,840
0,661,19160,840
0,666,19160,840
0,671,19160,840
0,676,19160,840
0,681,19160,840
0,686,19160,840
0,691,19160,840
0,696,19160,840
0,701,19160,840
0,706,19160,840
0,711,19160,840
0,716,19160,840
0,721,19160,840
0,726,19160,840
0,731,19160,840
0,736,19160,840
0,741,19160,840
0,746,19160,840
0,751,19160,840
0,756,19160,840
0,761,19160,840
0,766,19160,840
0,771,19160,840
0,776,19160,840
0,781,19160,840
0,786,19160,840
0,791,19160,840
0,796,19160,840
0,801,19160,840
0,806,19160,840
0,811,19160,840
0,816,19160,840
0,821,19160,840
