consensusTime,searchTime,onChainTime,seqId,roundId,comId
8.693908745s,1.119340018s,3m2.236303827s,452,0,0
8.352089265s,1.086730926s,20.933434256s,618,0,0
8.671606797s,1.220543471s,10.563392435s,623,0,0
9.191234984s,1.082482334s,7m50.338004942s,167,0,0
8.568550084s,1.117328299s,10.665774086s,629,0,0
8.863517459s,1.121248593s,20.43125622s,617,0,0
8.392327609s,1.05132854s,3m52.228871575s,404,0,0
9.246938501s,1.096271755s,50.813140982s,590,0,0
8.899450909s,1.077348747s,10m31.163489608s,10,0,0
8.85537142s,1.056088074s,3m41.963534505s,419,0,0
9.03663954s,1.196809435s,1m21.412626141s,559,0,0
9.119892641s,1.411146611s,3m21.744262469s,431,0,0
9.511032912s,1.220002254s,4m21.41319373s,378,0,0
8.960579353s,1.450727049s,10.262537198s,621,0,0
8.336250466s,1.040764653s,10m11.863787665s,29,0,0
9.03945089s,1.432110216s,6m31.0050098s,244,0,0
9.839962429s,1.023314573s,5m31.432864799s,303,0,0
8.287070857s,1.471249499s,2m1.855315338s,516,0,0
8.358781516s,1.241474193s,7m30.854607681s,190,0,0
9.425721582s,1.168402847s,5m51.377681751s,284,0,0
9.773775412s,1.487033757s,1m20.694276974s,558,0,0
9.303461054s,1.098012618s,2m0.85787353s,512,0,0
8.953357181s,1.278929767s,905.754541ms,633,0,0
9.224221436s,1.080465171s,2m41.321516702s,471,0,0
8.987428309s,1.041066485s,1m31.051278904s,548,0,0
8.158325289s,1.099766204s,1m31.880359898s,547,0,0
8.227075583s,1.014619179s,3m2.722160359s,454,0,0
8.989236648s,1.324505173s,40.957657193s,596,0,0
9.297155713s,1.375076172s,4m41.753315238s,356,0,0
9.142712502s,1.041489249s,6m40.748318625s,236,0,0
8.833533437s,1.072884848s,6m2.144673895s,279,0,0
9.449997906s,1.238926237s,8m50.23104988s,110,0,0
8.776063595s,1.428227703s,8m30.945107388s,124,0,0
9.897401341s,1.070631145s,7m9.923540837s,207,0,0
10.050246052s,1.280980141s,2m40.495414818s,477,0,0
9.393769437s,1.015295243s,1m40.555044065s,534,0,0
9.410958005s,1.30263729s,6m50.540372805s,223,0,0
8.920777073s,1.389895473s,3m21.963343417s,439,0,0
9.882168696s,1.123613608s,3m40.956742724s,416,0,0
9.360177322s,1.095414886s,1m0.284513633s,576,0,0
9.037894033s,1.027205371s,4m32.269435149s,363,0,0
9.651889133s,1.08853821s,6m40.239033421s,232,0,0
8.926961929s,1.309314241s,7m0.996368471s,218,0,0
9.664587614s,1.31450201s,6m20.794916549s,258,0,0
8.798188904s,1.10304475s,3m12.378976794s,445,0,0
9.357094779s,1.491074059s,50.723056157s,583,0,0
9.479380799s,1.462083166s,8m30.241451263s,123,0,0
9.976541498s,1.15105318s,4m10.655743942s,384,0,0
