comId,time,q_len,handled_num
0,1,500,0
0,6,1000,0
0,11,1500,0
0,16,1990,10
0,21,2490,10
0,26,2990,10
0,31,3470,30
0,36,3970,30
0,41,4450,50
0,46,4950,50
0,51,5437,63
0,56,5937,63
0,61,6437,63
0,66,6920,80
0,71,7420,80
0,76,7920,80
0,81,8400,100
0,86,8900,100
0,91,9380,120
0,96,9880,120
0,101,10380,120
0,106,10860,140
0,111,11360,140
0,116,11840,160
0,121,12340,160
0,126,12840,160
0,131,13330,170
0,136,13830,170
0,141,14310,190
0,146,14810,190
0,151,15310,190
0,156,15790,210
0,161,16290,210
0,166,16770,230
0,171,17270,230
0,176,17770,230
0,181,18250,250
0,186,18750,250
0,191,19240,260
0,196,19740,260
0,201,19740,260
0,206,19720,280
0,211,19720,280
0,216,19700,300
0,221,19700,300
0,226,19700,300
0,231,19680,320
0,236,19680,320
0,241,19661,339
0,246,19661,339
0,251,19654,346
0,256,19649,351
0,261,19649,351
0,266,19630,370
0,271,19630,370
0,276,19630,370
0,281,19610,390
0,286,19610,390
0,291,19590,410
0,296,19590,410
0,301,19588,412
0,306,19570,430
0,311,19570,430
0,316,19553,447
0,321,19553,447
0,326,19553,447
0,331,19540,460
0,336,19540,460
0,341,19520,480
0,346,19520,480
0,351,19501,499
0,356,19500,500
0,361,19500,500
0,366,19480,520
0,371,19480,520
0,376,19470,530
0,381,19470,530
0,386,19470,530
0,391,19449,551
0,396,19449,551
0,401,19449,551
0,406,19430,570
0,411,19430,570
0,416,19410,590
0,421,19410,590
0,426,19410,590
0,431,19390,610
0,436,19390,610
0,441,19370,630
0,446,19370,630
0,451,19370,630
0,456,19355,645
0,461,19355,645
0,466,19340,660
0,471,19340,660
0,476,19320,680
0,481,19320,680
0,486,19320,680
0,491,19300,700
0,496,19300,700
0,501,19280,720
0,506,19280,720
0,511,19280,720
0,516,19263,737
0,521,19263,737
0,526,19263,737
0,531,19245,755
0,536,19245,755
0,541,19230,770
0,546,19230,770
0,551,19230,770
0,556,19210,790
0,561,19210,790
0,566,19210,790
0,571,19190,810
0,576,19190,810
0,581,19170,830
0,586,19170,830
0,591,19170,830
0,596,19150,850
0,601,19150,850
0,606,19130,870
0,611,19130,870
0,616,19130,870
0,621,19111,889
0,626,19111,889
0,631,19100,900
0,636,19100,900
0,641,19100,900
0,646,19080,920
0,651,19080,920
0,656,19060,940
0,661,19060,940
0,666,19060,940
0,671,19040,960
0,676,19040,960
0,681,19020,980
0,686,19020,980
0,691,19020,980
0,696,19006,994
0,701,19006,994
0,706,18990,1010
0,711,18990,1010
0,716,18990,1010
0,721,18970,1030
0,726,18970,1030
0,731,18950,1050
0,736,18950,1050
0,741,18950,1050
0,746,18930,1070
0,751,18930,1070
0,756,18911,1089
0,761,18911,1089
0,766,18911,1089
0,771,18893,1107
0,776,18893,1107
0,781,18880,1120
0,786,18880,1120
0,791,18880,1120
0,796,18860,1140
0,801,18860,1140
0,806,18860,1140
0,811,18840,1160
0,816,18840,1160
0,821,18820,1180
0,826,18820,1180
0,831,18820,1180
0,836,18800,1200
0,841,18800,1200
0,846,18781,1219
0,851,18781,1219
0,856,18781,1219
0,861,18770,1230
0,866,18770,1230
0,871,18770,1230
0,876,18750,1250
0,881,18750,1250
0,886,18730,1270
0,891,18730,1270
0,896,18730,1270
0,901,18710,1290
0,906,18710,1290
0,911,18690,1310
0,916,18690,1310
0,921,18690,1310
0,926,18671,1329
0,931,18671,1329
0,936,18660,1340
0,941,18660,1340
0,946,18660,1340
0,951,18640,1360
0,956,18640,1360
0,961,18620,1380
0,966,18620,1380
0,971,18601,1399
0,976,18601,1399
0,981,18601,1399
0,986,18590,1410
0,991,18590,1410
0,996,18570,1430
0,1001,18570,1430
0,1006,18570,1430
0,1011,18550,1450
0,1016,18550,1450
0,1021,18550,1450
0,1026,18530,1470
0,1031,18530,1470
0,1036,18510,1490
0,1041,18510,1490
0,1046,18500,1500
0,1051,18500,1500
0,1056,18500,1500
0,1061,18480,1520
0,1066,18480,1520
0,1071,18460,1540
0,1076,18460,1540
0,1081,18460,1540
0,1086,18440,1560
0,1091,18440,1560
0,1096,18426,1574
0,1101,18426,1574
0,1106,18426,1574
0,1111,18410,1590
0,1116,18410,1590
