committee,seqId,daon,decentruth,seenfeed,deepthought
1.4613208s,8690.0,1.141518984s,1.084936304s,1.456879s,1.432385385s
1.2145805s,8691.0,1.122081672s,1.495299856s,1.3041726s,1.466314702s
1.3844307s,8692.0,1.252832079s,1.012343472s,1.4291577s,1.320105412s
1.1557521s,8693.0,1.39545581s,1.225757113s,1.3183824s,1.397776671s
1.197064s,8694.0,1.050487716s,1.315325769s,1.1733647s,1.08525219s
1.3787691s,8695.0,1.468782978s,1.044243643s,1.1851656s,1.494552668s
1.0839378s,8696.0,1.076028355s,1.361009154s,1.3142007s,1.334304067s
1.4897461s,8697.0,1.469887967s,1.163782259s,1.4525645s,1.456062004s
1.2634491s,8698.0,1.391064806s,1.406725826s,1.2111747s,1.373556961s
1.3910322s,8699.0,1.45463184s,1.129778452s,1.24674s,1.185552366s
1.2494312s,8700.0,1.237435898s,1.253055167s,1.4943873s,1.303834539s
1.0913033s,8701.0,1.268021673s,1.104735473s,1.1914434s,1.251672661s
1.0693702s,8702.0,1.281459725s,1.340044162s,1.3784599s,1.476278276s
1.2975139s,8703.0,1.495830005s,1.178238402s,1.4123974s,1.441930816s
1.3896769s,8704.0,1.329925391s,1.428071169s,1.1904912s,1.410478945s
1.3707754s,8705.0,1.441010076s,1.480889034s,1.4521946s,1.177462393s
1.4776984s,8706.0,1.086902338s,1.357530851s,1.4855271s,1.357003844s
1.0976759s,8707.0,1.270179895s,1.128635495s,1.1716465s,1.070144399s
1.2196532s,8708.0,1.11726967s,1.237231033s,1.0190461s,1.431707985s
1.1220551s,8709.0,1.401584097s,1.338936803s,1.4567511s,1.452043088s
1.0534668s,8710.0,1.488206618s,1.341253898s,1.0550093s,1.402226091s
1.3641171s,8711.0,1.275462037s,1.090386077s,1.4796223s,1.03313734s
1.3735489s,8712.0,1.259995081s,1.351798482s,1.4952208s,1.280238926s
1.2635563s,8713.0,1.093953155s,1.348534049s,1.0867405s,1.374053074s
1.0053154s,8714.0,1.151519262s,1.479766122s,1.1382746s,1.218873614s
1.2434114s,8715.0,1.488126763s,1.290349724s,1.3075458s,1.31155053s
1.3486182s,8716.0,1.004445547s,1.29848385s,1.277508s,1.242041709s
1.0938012s,8717.0,1.49788964s,1.390260707s,1.147437s,1.071342323s
1.3788299s,8718.0,1.073023531s,1.357060736s,1.4374592s,1.339823183s
1.248524s,8719.0,1.041026877s,1.111087889s,1.1860021s,1.445322417s
1.0254706s,8720.0,1.221145756s,1.470480799s,1.3165531s,1.175673074s
1.2400498s,8721.0,1.217077638s,1.065077363s,1.0057567s,1.389583865s
1.3720714s,8722.0,1.429622102s,1.115114893s,1.494886s,1.479116198s
1.1030314s,8723.0,1.205004153s,1.007166961s,1.3190074s,1.221606099s
1.4783902s,8724.0,1.420774884s,1.007222454s,1.2594244s,1.287087713s
1.4258077s,8725.0,1.489025233s,1.163682582s,1.110593s,1.446969608s
1.4351949s,8726.0,1.004940551s,1.129635876s,1.4485583s,1.339382525s
1.4352279s,8727.0,1.390026551s,1.211686418s,1.003728s,1.24187697s
1.2815048s,8728.0,1.169979867s,1.27517821s,1.1604737s,1.052256242s
1.4704331s,8729.0,1.002691416s,1.039745303s,1.0096493s,1.032946557s
1.4626198s,8730.0,1.482452371s,1.110991935s,1.1619662s,1.485373033s
1.139389s,8731.0,1.378488628s,1.127317971s,1.1558745s,1.263311008s
1.1237486s,8732.0,1.278302519s,1.39657281s,1.0628646s,1.451310637s
1.3058869s,8733.0,1.095847072s,1.221892775s,1.3487186s,1.272552622s
1.2548403s,8734.0,1.125423555s,1.059655617s,1.4397024s,1.239040238s
1.4326596s,8735.0,1.270592651s,1.391352249s,1.3705668s,1.415023484s
1.2123456s,8736.0,1.487624371s,1.386093065s,1.4325303s,1.125098804s
1.1912909s,8737.0,1.479450722s,1.12842006s,1.0027569s,1.204828047s
1.2860054s,8738.0,1.101351097s,1.136740515s,1.0242033s,1.346801138s
1.1323057s,8739.0,1.2012279s,1.409212404s,1.3655837s,1.157376527s
1.023905s,8740.0,1.365153279s,1.474041344s,1.0157947s,1.164580937s
1.3731144s,8741.0,1.060624777s,1.42937988s,1.0855826s,1.261818574s
1.3114624s,8742.0,1.494373453s,1.398085874s,1.2593226s,1.084150529s
1.1305168s,8743.0,1.241223293s,1.474310183s,1.4593454s,1.340036235s
1.2732409s,8744.0,1.058388413s,1.15176417s,1.1105194s,1.459889357s
1.4165832s,8745.0,1.051685354s,1.423017786s,1.4498626s,1.447710561s
1.4907858s,8746.0,1.183435732s,1.413776318s,1.2355382s,1.444505019s
1.3536616s,8747.0,1.4137585s,1.159000421s,1.2016598s,1.359290546s
1.076772s,8748.0,1.204460158s,1.398141873s,1.1573984s,1.207588138s
1.3912014s,8749.0,1.321006079s,1.441606469s,1.3700755s,1.143392535s
1.3879116s,8750.0,1.089361063s,1.026034847s,1.0518805s,1.491028936s
1.4605664s,8751.0,1.383115942s,1.271888732s,1.074804s,1.042121218s
1.2528855s,8752.0,1.250118113s,1.071858541s,1.2585899s,1.120540751s
1.441945s,8753.0,1.103087346s,1.191815964s,1.4466562s,1.165795625s
1.0837173s,8754.0,1.472075216s,1.075023196s,1.1007177s,1.082332613s
1.4648235s,8755.0,1.093230164s,1.270715983s,1.4915989s,1.454022075s
1.3690865s,8756.0,1.193160645s,1.419883822s,1.3365143s,1.464290595s
1.4101797s,8757.0,1.056697881s,1.218306089s,1.4706484s,1.312360351s
1.0906903s,8758.0,1.370959944s,1.077186117s,1.0515731s,1.310074186s
1.4246341s,8759.0,1.071178552s,1.381297939s,1.0727238s,1.379550331s
1.3919349s,8760.0,1.444364712s,1.380206301s,1.086587s,1.427799438s
1.0092344s,8761.0,1.014124241s,1.382053061s,1.2097641s,1.111670303s
1.0575439s,8762.0,1.379678026s,1.354519108s,1.3492491s,1.03013747s
1.1026428s,8763.0,1.232639554s,1.386278114s,1.4054522s,1.247317962s
1.4517323s,8764.0,1.213996381s,1.228899769s,1.2024224s,1.053356092s
1.0575501s,8765.0,1.293251537s,1.010324436s,1.4332067s,1.47523136s
1.036963s,8766.0,1.449691763s,1.086670178s,1.4387792s,1.222075368s
1.3478345s,8767.0,1.441972716s,1.169787646s,1.2624595s,1.334812872s
1.0015876s,8768.0,1.170058091s,1.360704566s,1.3727512s,1.299535215s
1.3001579s,8769.0,1.137362257s,1.11674383s,1.1745295s,1.451059371s
1.4930459s,8770.0,1.090119847s,1.245378623s,1.4608062s,1.13988854s
1.0860032s,8771.0,1.323103484s,1.493241002s,1.0847946s,1.470828357s
1.4253244s,8772.0,1.291433989s,1.250034756s,1.1321731s,1.102437384s
1.3032811s,8773.0,1.195743117s,1.057739197s,1.4363825s,1.092169266s
1.0353955s,8774.0,1.190085198s,1.141006564s,1.2488593s,1.497416427s
1.0231642s,8775.0,1.291386102s,1.402421059s,1.4934196s,1.422370482s
1.318359s,8776.0,1.266016766s,1.054470676s,1.4445003s,1.459616599s
1.4042371s,8777.0,1.400550379s,1.324899414s,1.3394965s,1.313879736s
1.2238703s,8778.0,1.459001857s,1.278003952s,1.2294605s,1.110713869s
1.0302499s,8779.0,1.442425021s,1.391092869s,1.0965468s,1.355059773s
1.1442279s,8780.0,1.060853275s,1.485992655s,1.2212238s,1.494107003s
1.360398s,8781.0,1.463168823s,1.151785148s,1.4760497s,1.253582526s
1.4878263s,8782.0,1.456466726s,1.469570535s,1.3986182s,1.104665947s
1.1501946s,8783.0,1.264903294s,1.188561759s,1.4249844s,1.292784332s
1.4253244s,8784.0,1.432302132s,1.200000193s,1.2256245s,1.047364831s
1.3564754s,8785.0,1.008110743s,1.304601172s,1.3894861s,1.205353128s
1.1496889s,8786.0,1.140694714s,1.200046134s,1.2804135s,1.45332896s
1.0603065s,8787.0,1.457645081s,1.276774831s,1.2378604s,1.383056588s
1.0661237s,8788.0,1.405741427s,1.162010777s,1.0126968s,1.198103733s
1.1857434s,8789.0,1.470891385s,1.473813192s,1.3506834s,1.161908072s
1.2064756s,8790.0,1.489455845s,1.224939681s,1.3733866s,1.023131747s
1.2226353s,8791.0,1.367383874s,1.094186636s,1.3285699s,1.28787487s
1.3530127s,8792.0,1.386250753s,1.035807637s,1.1401169s,1.363319054s
1.1504514s,8793.0,1.211738749s,1.006409892s,1.4522512s,1.423551201s
1.2582614s,8794.0,1.087998366s,1.280963902s,1.2654039s,1.203364689s
1.1364818s,8795.0,1.394003238s,1.487045901s,1.4355118s,1.166598749s
1.1379949s,8796.0,1.108058277s,1.420524472s,1.4916429s,1.312061314s
1.087894s,8797.0,1.389560816s,1.058392491s,1.4831093s,1.219585175s
1.1665684s,8798.0,1.233613289s,1.178855323s,1.0787054s,1.169856056s
1.4190913s,8799.0,1.172031399s,1.472636881s,1.3527751s,1.196094824s
1.0300498s,8800.0,1.490700401s,1.248415072s,1.0514247s,1.450845177s
1.3432219s,8801.0,1.161691163s,1.241732446s,1.299918s,1.350720493s
1.1444122s,8802.0,1.01624524s,1.478731413s,1.4638832s,1.028716885s
1.2684904s,8803.0,1.415557564s,1.287021277s,1.2078566s,1.08211273s
1.3014552s,8804.0,1.32659248s,1.377475319s,1.4235726s,1.103326755s
1.1909151s,8805.0,1.444177179s,1.057796675s,1.3658601s,1.068984395s
1.2352897s,8806.0,1.302256943s,1.483978296s,1.1644269s,1.182758231s
1.3424264s,8807.0,1.393436667s,1.125259056s,1.1328084s,1.233201446s
1.2962962s,8808.0,1.195687233s,1.189494017s,1.3710335s,1.170585597s
1.438089s,8809.0,1.178242816s,1.098052322s,1.2072571s,1.213004095s
1.4396917s,8810.0,1.029512785s,1.336234691s,1.2615752s,1.272448767s
1.4720076s,8811.0,1.009334949s,1.133093218s,1.2811639s,1.358049169s
1.1358191s,8812.0,1.037824095s,1.103378718s,1.3770394s,1.043332439s
1.3159057s,8813.0,1.443506147s,1.171286918s,1.1938725s,1.13480648s
1.0023156s,8814.0,1.113052155s,1.240691113s,1.0971783s,1.168067003s
1.293156s,8815.0,1.1087446s,1.459199873s,1.0643173s,1.473316687s
1.2051308s,8816.0,1.462027963s,1.040071994s,1.3237468s,1.275577792s
1.1724557s,8817.0,1.066926911s,1.360229819s,1.2376274s,1.20531099s
1.4034876s,8818.0,1.369526193s,1.197876841s,1.3618229s,1.045516227s
1.4274473s,8819.0,1.029000134s,1.006335256s,1.49379s,1.331886676s
1.100695s,8820.0,1.210065443s,1.207109884s,1.34828s,1.036089328s
1.4422475s,8821.0,1.111086196s,1.493032476s,1.0185141s,1.085093921s
1.2178877s,8822.0,1.035068583s,1.266109881s,1.0614563s,1.131588428s
1.1878212s,8823.0,1.372067286s,1.244357988s,1.2923275s,1.172824326s
1.3809554s,8824.0,1.49836928s,1.303023258s,1.2788836s,1.299339068s
1.4013263s,8825.0,1.437670283s,1.479689276s,1.1231639s,1.126387288s
1.0660614s,8826.0,1.288343346s,1.173743355s,1.4238862s,1.067865379s
1.476131s,8827.0,1.052898257s,1.440635774s,1.1025801s,1.023374765s
1.4661429s,8828.0,1.175657989s,1.032678567s,1.4285036s,1.035593052s
1.243407s,8829.0,1.217742987s,1.0110763s,1.1328931s,1.017090356s
1.2927491s,8830.0,1.192224678s,1.441727681s,1.1081541s,1.251051509s
1.479164s,8831.0,1.282011714s,1.260330003s,1.4894086s,1.250309334s
1.3870468s,8832.0,1.168853487s,1.001593853s,1.0991221s,1.057689299s
1.1706775s,8833.0,1.25973804s,1.025288256s,1.2692584s,1.072928548s
1.32211s,8834.0,1.268590368s,1.15329165s,1.1436261s,1.205149787s
1.0522104s,8835.0,1.011302551s,1.01107491s,1.1197514s,1.291548933s
1.3572165s,8836.0,1.340084347s,1.049710543s,1.449513s,1.293757385s
1.3064042s,8837.0,1.211678712s,1.170805563s,1.1757887s,1.462288861s
1.0316868s,8838.0,1.424504718s,1.294999155s,1.3545078s,1.429073602s
1.2008698s,8839.0,1.360696842s,1.457717646s,1.4806034s,1.006498401s
1.2168166s,8840.0,1.420186422s,1.117878302s,1.4632176s,1.487535487s
1.0887416s,8841.0,1.013688754s,1.333447291s,1.4954481s,1.485850764s
1.3396482s,8842.0,1.095311511s,1.153005823s,1.3315253s,1.228401711s
1.1426478s,8843.0,1.34435921s,1.436643651s,1.2610919s,1.080837419s
1.3892481s,8844.0,1.146012172s,1.423256248s,1.0137924s,1.366061876s
1.2683923s,8845.0,1.229064997s,1.457169501s,1.2835176s,1.495072159s
1.2469639s,8846.0,1.226927011s,1.356038672s,1.3515183s,1.339784816s
1.1831732s,8847.0,1.390372174s,1.488639563s,1.0617641s,1.435579358s
1.4423688s,8848.0,1.267370231s,1.014338216s,1.4608162s,1.422312201s
1.06666s,8849.0,1.418871869s,1.279703215s,1.2576426s,1.177081756s
1.2068361s,8850.0,1.013677138s,1.21827689s,1.3756686s,1.348963079s
1.2541491s,8851.0,1.313687459s,1.406897665s,1.2135798s,1.122730431s
1.295209s,8852.0,1.095384199s,1.155511912s,1.0355532s,1.11752477s
1.0397619s,8853.0,1.470571274s,1.089019049s,1.3883674s,1.406507608s
1.3945965s,8854.0,1.209585461s,1.167774859s,1.3236761s,1.088333001s
1.3021755s,8855.0,1.179013689s,1.268340721s,1.4716563s,1.255059347s
1.4273725s,8856.0,1.300503818s,1.097270425s,1.4276835s,1.443935375s
1.0683419s,8857.0,1.175647109s,1.439054033s,1.4695444s,1.463310364s
1.3976293s,8858.0,1.368539537s,1.191033608s,1.0576399s,1.45708552s
1.4446349s,8859.0,1.134909736s,1.355617455s,1.4207908s,1.009101308s
1.1053228s,8860.0,1.279699969s,1.473282725s,1.430229s,1.405416083s
1.1918729s,8861.0,1.388434251s,1.39404369s,1.4175083s,1.453732005s
1.4177156s,8862.0,1.047781781s,1.045040637s,1.3556992s,1.254076712s
1.3984126s,8863.0,1.412365096s,1.385708803s,1.3070429s,1.368504234s
1.2076767s,8864.0,1.297104436s,1.271647668s,1.4221697s,1.055311229s
1.168138s,8865.0,1.310236758s,1.492459438s,1.232675s,1.247934394s
1.3428239s,8866.0,1.165496496s,1.150324498s,1.0663475s,1.327260928s
1.0378901s,8867.0,1.191287554s,1.304676417s,1.0376026s,1.461987663s
1.452634s,8868.0,1.29596534s,1.321305911s,1.3534522s,1.025109412s
1.4062228s,8869.0,1.166616183s,1.123351413s,1.0857484s,1.475106355s
1.4984426s,8870.0,1.162028809s,1.294311551s,1.2256435s,1.062615636s
1.350854s,8871.0,1.44602963s,1.474939896s,1.4410273s,1.489976518s
1.3403129s,8872.0,1.498250726s,1.198484292s,1.2931797s,1.092226162s
1.3846918s,8873.0,1.46370642s,1.216557198s,1.3143934s,1.475718813s
1.0610216s,8874.0,1.202745659s,1.27637178s,1.4834611s,1.114452238s
1.0993075s,8875.0,1.292909596s,1.066249278s,1.3374883s,1.173739894s
1.2334544s,8876.0,1.394325103s,1.31291902s,1.3644005s,1.086970653s
1.120009s,8877.0,1.136446785s,1.135487797s,1.3174859s,1.443529325s
1.0873357s,8878.0,1.217034123s,1.328475266s,1.0650998s,1.259067109s
1.4724586s,8879.0,1.314966924s,1.269140444s,1.1008759s,1.006113061s
1.3567393s,8880.0,1.416308763s,1.364037257s,1.2067001s,1.319286081s
1.2702416s,8881.0,1.001168191s,1.270963431s,1.4700441s,1.165135562s
1.1061852s,8882.0,1.202887515s,1.424313287s,1.2906211s,1.063379318s
1.4704357s,8883.0,1.128673923s,1.03721547s,1.3208311s,1.079596774s
1.4824656s,8884.0,1.067628217s,1.103816683s,1.0172625s,1.051130793s
1.2496619s,8885.0,1.030528561s,1.24434808s,1.2794588s,1.257567008s
1.4561201s,8886.0,1.483282099s,1.053705763s,1.1624788s,1.343796844s
1.1003936s,8887.0,1.272652257s,1.281384763s,1.2541571s,1.384043926s
1.2909254s,8888.0,1.488846592s,1.425461956s,1.3547991s,1.080740591s
1.4297479s,8889.0,1.441525327s,1.213586639s,1.0815576s,1.09894403s
1.3954841s,8890.0,1.405327424s,1.135863141s,1.4497191s,1.182361268s
1.2522106s,8891.0,1.334480872s,1.232916382s,1.2098374s,1.471052543s
1.4731568s,8892.0,1.393795676s,1.467082576s,1.0021182s,1.375283661s
1.4815634s,8893.0,1.094320625s,1.328902869s,1.2526732s,1.440915894s
1.4904567s,8894.0,1.026949294s,1.004460502s,1.3042589s,1.148248413s
1.013624s,8895.0,1.47234577s,1.039263158s,1.0676053s,1.382493906s
1.3574047s,8896.0,1.312275859s,1.463966173s,1.1275176s,1.218502064s
1.2342219s,8897.0,1.291364942s,1.494008822s,1.1134165s,1.495320862s
1.0253741s,8898.0,1.487713263s,1.037071119s,1.1811075s,1.38765854s
1.1562092s,8899.0,1.178439223s,1.101555017s,1.0995076s,1.332789738s
1.370706s,8900.0,1.042367524s,1.410633163s,1.0676053s,1.368072603s
1.2245595s,8901.0,1.119525522s,1.067064444s,1.3678344s,1.357891434s
1.2515781s,8902.0,1.48082022s,1.487384143s,1.4736151s,1.332614441s
1.3804349s,8903.0,1.45770871s,1.291876904s,1.3286753s,1.441533765s
1.4169398s,8904.0,1.377393414s,1.399760069s,1.1898633s,1.068042669s
1.054466s,8905.0,1.096333734s,1.039963108s,1.2362054s,1.02457624s
1.4776669s,8906.0,1.320315088s,1.196547136s,1.2700852s,1.155301399s
1.245407s,8907.0,1.414803588s,1.415070403s,1.2796492s,1.032848734s
1.3507387s,8908.0,1.148070324s,1.080265562s,1.1536241s,1.392324667s
1.1806117s,8909.0,1.024571885s,1.308480111s,1.3905324s,1.377079732s
1.4840448s,8910.0,1.328032713s,1.03273236s,1.3427293s,1.47677022s
1.1627675s,8911.0,1.295391108s,1.45399952s,1.21434s,1.368994916s
1.2628775s,8912.0,1.221596479s,1.138069069s,1.2819502s,1.244868133s
1.0876963s,8913.0,1.116406203s,1.103070333s,1.2744619s,1.042379958s
1.3324725s,8914.0,1.207041554s,1.433185869s,1.0226715s,1.255018566s
1.4644904s,8915.0,1.457792418s,1.213773255s,1.4052681s,1.378256162s
1.1772412s,8916.0,1.10735849s,1.455117067s,1.0988796s,1.266385989s
1.0217507s,8917.0,1.396044708s,1.176021665s,1.4432911s,1.16267789s
1.0422443s,8918.0,1.398249058s,1.455105079s,1.3185212s,1.349635645s
1.3075319s,8919.0,1.229371216s,1.366223498s,1.4594673s,1.367891808s
1.4452203s,8920.0,1.162908399s,1.464497597s,1.1959681s,1.256104223s
1.4825594s,8921.0,1.393151257s,1.306450879s,1.4099923s,1.463795857s
1.2728471s,8922.0,1.31217094s,1.142503198s,1.0792526s,1.297042404s
1.1715665s,8923.0,1.092476277s,1.008080633s,1.1641322s,1.417520823s
1.4898589s,8924.0,1.444286918s,1.425810813s,1.4582537s,1.075133437s
1.2949466s,8925.0,1.384322049s,1.320071074s,1.4397947s,1.480234157s
1.0021373s,8926.0,1.016980814s,1.219484026s,1.0198695s,1.469000374s
1.3572395s,8927.0,1.439907902s,1.191680634s,1.3768959s,1.189876204s
1.0773845s,8928.0,1.475022677s,1.241039118s,1.0472517s,1.083520502s
1.4961213s,8929.0,1.250869452s,1.106705151s,1.1666818s,1.080342622s
1.3734405s,8930.0,1.254182453s,1.333292056s,1.0851886s,1.322265064s
1.0994375s,8931.0,1.487777278s,1.129039925s,1.3194956s,1.337552324s
1.3931066s,8932.0,1.115495799s,1.43933051s,1.2320416s,1.254049434s
1.3398458s,8933.0,1.137022171s,1.001408451s,1.2357551s,1.171293009s
1.1130845s,8934.0,1.193965205s,1.457108087s,1.4673642s,1.273230882s
1.0943357s,8935.0,1.324927755s,1.298771312s,1.3916539s,1.110967618s
1.3742189s,8936.0,1.41524427s,1.139446267s,1.3437099s,1.180487058s
1.3479639s,8937.0,1.027325802s,1.38583699s,1.1165274s,1.222686561s
1.4400016s,8938.0,1.093602408s,1.464670148s,1.1553267s,1.067747422s
1.4794619s,8939.0,1.150082283s,1.099035447s,1.3489288s,1.485842977s
1.4823567s,8940.0,1.35240606s,1.138329761s,1.0099492s,1.037508508s
1.0520827s,8941.0,1.296761043s,1.138901795s,1.0936287s,1.252772501s
1.3286736s,8942.0,1.325004102s,1.277743179s,1.0794015s,1.035700089s
1.4517425s,8943.0,1.244565752s,1.06207979s,1.0853535s,1.086266237s
1.3916537s,8944.0,1.083321087s,1.256964171s,1.4007334s,1.445737674s
1.0736451s,8945.0,1.198691297s,1.37307606s,1.3855937s,1.066939773s
1.3936648s,8946.0,1.426311746s,1.3137282s,1.0977373s,1.256944285s
1.142113s,8947.0,1.354498132s,1.407541525s,1.4362991s,1.437451027s
1.2506357s,8948.0,1.020145592s,1.271493799s,1.3930233s,1.486942s
1.0253779s,8949.0,1.141297488s,1.109064145s,1.1998544s,1.239539425s
1.0667666s,8950.0,1.010921495s,1.225044662s,1.1869342s,1.361182485s
1.0681455s,8951.0,1.343711018s,1.008459278s,1.0676467s,1.03009761s
1.3136705s,8952.0,1.480608883s,1.279249014s,1.1486437s,1.067323669s
1.0608093s,8953.0,1.07791343s,1.330974729s,1.4026146s,1.113522692s
1.0579698s,8954.0,1.455233744s,1.213751852s,1.1074157s,1.136964969s
1.0041027s,8955.0,1.040661651s,1.123036836s,1.4738902s,1.313343524s
1.3343068s,8956.0,1.213012376s,1.232001287s,1.2203288s,1.347374371s
1.1263982s,8957.0,1.203007238s,1.189254002s,1.3263651s,1.336160181s
1.0111738s,8958.0,1.299291749s,1.052688231s,1.1986597s,1.124773457s
1.2026717s,8959.0,1.367982992s,1.288495854s,1.2495395s,1.333618928s
1.0110997s,8960.0,1.051584593s,1.450486441s,1.3799371s,1.457684012s
1.2847644s,8961.0,1.307178291s,1.252245961s,1.3743104s,1.448091381s
1.047528s,8962.0,1.16781305s,1.064955623s,1.2757692s,1.448087757s
1.0081062s,8963.0,1.131108288s,1.22902916s,1.3835225s,1.400903219s
1.0172062s,8964.0,1.131093284s,1.203041988s,1.4128762s,1.093426902s
1.1877656s,8965.0,1.259457463s,1.327648506s,1.17831s,1.128673478s
1.2225786s,8966.0,1.186438168s,1.41865676s,1.2358626s,1.370635977s
1.1787957s,8967.0,1.270606612s,1.278051075s,1.2036478s,1.21107647s
1.4300234s,8968.0,1.468497913s,1.218471838s,1.1692561s,1.228315275s
1.1953489s,8969.0,1.482906044s,1.288243152s,1.4875224s,1.007084362s
1.0950478s,8970.0,1.247285395s,1.439478991s,1.142799s,1.180973981s
1.0010509s,8971.0,1.198013497s,1.1434738s,1.1393449s,1.094528081s
1.1475269s,8972.0,1.380356341s,1.030408004s,1.4484312s,1.070148545s
1.2969913s,8973.0,1.28725986s,1.365678207s,1.4954686s,1.373916043s
1.2395215s,8974.0,1.419880474s,1.026063889s,1.3659861s,1.080363886s
1.1937446s,8975.0,1.42766404s,1.27174787s,1.2837416s,1.26628366s
1.047347s,8976.0,1.489467577s,1.274984472s,1.4126212s,1.204815672s
1.3297889s,8977.0,1.353968336s,1.189206639s,1.2159803s,1.227029213s
1.3731109s,8978.0,1.368189933s,1.195482985s,1.4243283s,1.274640423s
1.3046307s,8979.0,1.477021668s,1.077882035s,1.4019571s,1.273488014s
1.4293351s,8980.0,1.456227044s,1.20176213s,1.1751404s,1.460157523s
1.4153577s,8981.0,1.23736889s,1.381750269s,1.0050197s,1.082207753s
1.3544045s,8982.0,1.29116616s,1.345779938s,1.0439815s,1.465081845s
1.2911603s,8983.0,1.080656813s,1.439650476s,1.4836612s,1.47733553s
1.2874988s,8984.0,1.350353225s,1.20523631s,1.3925239s,1.066953113s
1.3629175s,8985.0,1.326250176s,1.078327439s,1.301858s,1.341868063s
1.2983615s,8986.0,1.236252087s,1.479972662s,1.1998307s,1.22052716s
1.3716262s,8987.0,1.335013655s,1.081529004s,1.1824525s,1.407356012s
1.4968876s,8988.0,1.034295568s,1.484074029s,1.2007917s,1.369088417s
1.24455s,8989.0,1.369022251s,1.006726073s,1.1643833s,1.441900937s
1.3954725s,8990.0,1.221026215s,1.423372528s,1.2223697s,1.436625163s
1.054843s,8991.0,1.07505619s,1.492043214s,1.2485377s,1.36834488s
1.4591086s,8992.0,1.360799347s,1.399986849s,1.4356784s,1.017127755s
1.2569058s,8993.0,1.240151692s,1.376460123s,1.3072447s,1.447577771s
1.054472s,8994.0,1.005241276s,1.483777336s,1.2269245s,1.135566943s
1.4626262s,8995.0,1.27609205s,1.13871986s,1.2456301s,1.499991568s
1.3478822s,8996.0,1.02412133s,1.411471708s,1.0770134s,1.140722175s
1.3505122s,8997.0,1.282574442s,1.346695414s,1.298366s,1.23897291s
1.1382518s,8998.0,1.227021876s,1.344457639s,1.4445626s,1.040281171s
1.040145s,8999.0,1.483927758s,1.158307114s,1.3636677s,1.353126277s
1.0616152s,9000.0,1.191142345s,1.395716388s,1.012727s,1.49280061s
1.3917333s,9001.0,1.359516479s,1.346880592s,1.3938865s,1.268078238s
1.2518996s,9002.0,1.288061132s,1.088001183s,1.1053687s,1.12335799s
1.3108217s,9003.0,1.344050389s,1.179063265s,1.2839215s,1.126554836s
1.4057405s,9004.0,1.236109558s,1.152150046s,1.2056726s,1.077571771s
1.2559763s,9005.0,1.052326833s,1.270591521s,1.3255506s,1.035123577s
1.0193045s,9006.0,1.208605995s,1.385577451s,1.0256562s,1.094827331s
1.4697652s,9007.0,1.121002573s,1.264394627s,1.2414016s,1.105085986s
1.0623377s,9008.0,1.098814674s,1.136703403s,1.2966436s,1.430434271s
1.4109042s,9009.0,1.071340273s,1.297964381s,1.1272481s,1.065380701s
1.3894695s,9010.0,1.109969513s,1.064257376s,1.0917545s,1.256947215s
1.3005754s,9011.0,1.133503883s,1.230343289s,1.0715221s,1.125331066s
1.4116323s,9012.0,1.297019794s,1.032440592s,1.484609s,1.09713276s
1.358588s,9013.0,1.15765899s,1.450234073s,1.2897665s,1.144993836s
1.0522744s,9014.0,1.345376888s,1.352416983s,1.0565766s,1.178462153s
1.1676135s,9015.0,1.088247073s,1.114677862s,1.4067026s,1.149244009s
1.0065419s,9016.0,1.164259397s,1.283533448s,1.0675927s,1.4783187s
1.0572152s,9017.0,1.007300905s,1.499984689s,1.3477973s,1.131530024s
1.3772458s,9018.0,1.28482375s,1.243945626s,1.0056146s,1.356986833s
1.1505486s,9019.0,1.398699433s,1.017040371s,1.4133098s,1.138768011s
1.2236564s,9020.0,1.256403842s,1.142886875s,1.1901929s,1.240698017s
1.4904708s,9021.0,1.057086023s,1.004572273s,1.1517827s,1.370607542s
1.3219626s,9022.0,1.28361259s,1.33568827s,1.4665629s,1.428814083s
1.3226034s,9023.0,1.168698165s,1.235361779s,1.3537679s,1.364321132s
1.4759715s,9024.0,1.407097534s,1.179605642s,1.089269s,1.237729324s
1.4798138s,9025.0,1.130035217s,1.365231249s,1.3855544s,1.310995094s
1.3734496s,9026.0,1.382013501s,1.446031724s,1.2123188s,1.183215591s
1.2707842s,9027.0,1.172140153s,1.147948878s,1.2345487s,1.162897203s
1.1856952s,9028.0,1.296691512s,1.432697724s,1.074408s,1.499078685s
1.0401681s,9029.0,1.142341009s,1.050488148s,1.0754329s,1.18003823s
1.0693909s,9030.0,1.401507425s,1.359941825s,1.2045716s,1.23453061s
1.4580875s,9031.0,1.484882775s,1.284920916s,1.0812344s,1.03404625s
1.4685134s,9032.0,1.082924064s,1.283786522s,1.0266265s,1.233048311s
1.3719111s,9033.0,1.448656025s,1.052474456s,1.4700141s,1.374591932s
1.3411226s,9034.0,1.332211954s,1.011520798s,1.0091391s,1.207766692s
1.0076266s,9035.0,1.30472426s,1.189336315s,1.2739826s,1.129538407s
1.332831s,9036.0,1.222033478s,1.056709429s,1.1791375s,1.050249415s
1.3414362s,9037.0,1.071939395s,1.319378532s,1.2626769s,1.367311636s
1.4816311s,9038.0,1.189222877s,1.080248165s,1.1625069s,1.43702003s
1.2612119s,9039.0,1.167563895s,1.143277758s,1.1294792s,1.39180245s
